,sentences,labels
3022,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral
3023,"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",neutral
3024,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral
3025,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",negative
3026,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,neutral
3027,Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,neutral
3028,This would be a huge process .,neutral
3029,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit .",positive
3030,Wellness services will be important in the future .,neutral
3031,Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive
3032,"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .",neutral
3033,"As reported June 26 , `` both circuits continued to alternately report the track as vacant and then occupied almost constantly from June 17 , when part of the track signaling device was replaced , to the time of the crash , according to the Metro source . ''",neutral
3034,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive
3035,"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .",positive
3036,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,negative
3037,"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",positive
3038,The event can be followed on-line via Orion 's Finnish homepage at www.orion.fi as well as via the Kauppalehti Live web service at www.kauppalehti.fi/live .,neutral
3039,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,neutral
3040,The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .,neutral
3041,"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",neutral
3042,Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative
3043,"The vessels also have to be environmentally friendly , fast , and have all modern conveniences .",neutral
3044,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral
3045,The deliveries started in April 2006 and will be completed in 2007 .,neutral
3046,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",negative
3047,The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,neutral
3048,"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland .",positive
3049,Solidium picked up Tikkurila shares as a dividend at a book value of EUR15 .80 per share .,neutral
3050,"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive
3051,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",neutral
3052,Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,positive
3053,Net sales have been eaten by the weak US dollar .,negative
3054,Inha Works has invested in its product development and market research .,neutral
3055,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive
3056,"The technology will become available to businesses from the fourth quarter , Nokia said .",neutral
3057,Poyry has a good track record of major transportation projects in Latin America .,positive
3058,"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",positive
3059,"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",negative
3060,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,neutral
3061,"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space .",neutral
3062,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral
3063,It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,neutral
3064,"Aho is proud of the company 's new product , Lordi-Cola .",neutral
3065,The energy shot is packed in a 100-millilitre bag with a screw cap .,neutral
3066,"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",positive
3067,"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",neutral
3068,Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,neutral
3069,"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral
3070,"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",neutral
3071,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",neutral
3072,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral
3073,"Includes company and brand share data by category , as well as distribution channel data .",neutral
3074,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",neutral
3075,The bridge is part of the highway 14 development project .,neutral
3076,UPM-Kymmene has generated thirty-one consecutive quarters of positive EBITDA .,positive
3077,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,neutral
